BN Part Number,OEM #,LBS.,,,Pt,Pd,Rh,Pt 100,Pd 100,Rh 100,Pt 97 , Pd 96.5 ,Rh 88,Refining , Treatment Charges,Interest Charges,Gross ,Net,,,,Per Lbs $
735,1101400914,2.4453,0.99,2.47,1704,787,6,0.06,0.03,0.00,0.06,0.03,0.00,0.17,1.96,#VALUE!,122.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313B REAR,F75A-RA-RED,1.8711,0.99,1.89,2,3104,396,0.00,0.08,0.01,0.00,0.08,0.01,0.18,1.50,#VALUE!,326.59,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313B FRONT,F75A-RA-RED,0.99,0.99,1.00,4,2748,341,0.00,0.04,0.00,0.00,0.04,0.00,0.09,0.79,#VALUE!,151.18,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313B REAR,F65A-BF-PUB,1.9008,0.99,1.92,2,2895,360,0.00,0.08,0.01,0.00,0.08,0.01,0.17,1.52,#VALUE!,306.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313B FRONT,F65A-BF-PUB,0.99,0.99,1.00,2,2496,317,0.00,0.04,0.00,0.00,0.03,0.00,0.08,0.79,#VALUE!,138.68,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,F7AC-CC-H00,1.0098,0.99,1.02,12,6070,14,0.00,0.09,0.00,0.00,0.09,0.00,0.17,0.81,#VALUE!,196.98,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,F7AC-CC-H00,0.9702,0.99,0.98,2,7383,22,0.00,0.10,0.00,0.00,0.10,0.00,0.20,0.78,#VALUE!,230.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
288,F0TA-JA-NEW,2.3067,0.99,2.33,720,508,6,0.02,0.02,0.00,0.02,0.02,0.00,0.08,1.85,#VALUE!,63.26,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,F7AC-CC-B00,1.0593,0.99,1.07,2,5899,13,0.00,0.09,0.00,0.00,0.09,0.00,0.18,0.85,#VALUE!,200.54,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,F7AC-CC-B00,0.99,0.99,1.00,2,6920,24,0.00,0.10,0.00,0.00,0.10,0.00,0.19,0.79,#VALUE!,221.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266C FRONT,F7AC-EA-BUG,1.0098,0.99,1.02,9,6674,21,0.00,0.10,0.00,0.00,0.09,0.00,0.19,0.81,#VALUE!,217.61,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266C REAR,F7AC-EA-BUG,1.98,0.99,2.00,6,7136,31,0.00,0.21,0.00,0.00,0.20,0.00,0.40,1.58,#VALUE!,459.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
240I,F88A-CA-P0W,1.782,0.99,1.80,18,2434,297,0.00,0.06,0.01,0.00,0.06,0.01,0.14,1.43,#VALUE!,239.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
305B REAR,MAN-ZAY,1.3761,0.99,1.39,2,2072,281,0.00,0.04,0.01,0.00,0.04,0.00,0.09,1.10,#VALUE!,164.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
263B REAR,F7ZC-AB-DUN,1.5147,0.99,1.53,667,1029,404,0.01,0.02,0.01,0.01,0.02,0.01,0.09,1.21,#VALUE!,181.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 6INCH,1270AB,3.3165,0.99,3.35,2,1474,283,0.00,0.07,0.01,0.00,0.07,0.01,0.16,2.65,#VALUE!,335.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 6INCH,1270AA,3.267,0.99,3.30,2,1489,280,0.00,0.07,0.01,0.00,0.07,0.01,0.16,2.61,#VALUE!,330.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 8INCH,1269AA,4.0986,0.99,4.14,360,668,350,0.02,0.04,0.02,0.02,0.04,0.02,0.16,3.28,#VALUE!,383.71,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303C,YC2C-EA-SIN,4.2273,0.99,4.27,10,2803,406,0.00,0.17,0.03,0.00,0.17,0.02,0.38,3.38,#VALUE!,706.17,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
897 FLAT,WAG-000422,3.069,0.99,3.10,6,4180,553,0.00,0.19,0.02,0.00,0.18,0.02,0.41,2.46,#VALUE!,733.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
835C,DT,0.9009,0.99,0.91,3661,88,1007,0.05,0.00,0.01,0.05,0.00,0.01,0.12,0.72,#VALUE!,223.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
209A1,96BB-BH,0.6138,0.99,0.62,81,3180,361,0.00,0.03,0.00,0.00,0.03,0.00,0.06,0.49,#VALUE!,105.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D REAR,XL3V-AB-NEB,2.97,0.99,3.00,2,2653,323,0.00,0.11,0.01,0.00,0.11,0.01,0.25,2.38,#VALUE!,434.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313A REAR,2L34-AC-VID,1.7523,0.99,1.77,740,122,424,0.02,0.00,0.01,0.02,0.00,0.01,0.06,1.40,#VALUE!,168.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
240I,F68AAAF-TAG,1.683,0.99,1.70,2,3054,383,0.00,0.07,0.01,0.00,0.07,0.01,0.16,1.35,#VALUE!,286.88,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414E,129AAF,1.2375,0.99,1.25,2,4169,302,0.00,0.08,0.01,0.00,0.07,0.00,0.15,0.99,#VALUE!,235.34,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
718 REAR,KT-0004,4.8213,0.99,4.87,2239,5,513,0.16,0.00,0.04,0.15,0.00,0.03,0.37,3.86,#VALUE!,629.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
240N FRONT,2F22-AA-MAC,1.782,0.99,1.80,1529,2398,301,0.04,0.06,0.01,0.04,0.06,0.01,0.21,1.43,#VALUE!,277.10,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
305P,4L5C-BC-TRE,2.1483,0.99,2.17,2102,42,501,0.07,0.00,0.02,0.06,0.00,0.01,0.16,1.72,#VALUE!,273.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
952C REAR,A140-490-33-36,2.4849,0.99,2.51,244,3716,265,0.01,0.13,0.01,0.01,0.13,0.01,0.29,1.99,#VALUE!,427.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
Toyota Knott,TB5,1.0692,0.99,1.08,2529,21,560,0.04,0.00,0.01,0.04,0.00,0.01,0.09,0.86,#VALUE!,154.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 8 inch ,1268AA,4.1085,0.99,4.15,317,665,341,0.02,0.04,0.02,0.02,0.04,0.02,0.15,3.29,#VALUE!,374.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 8 inch ,1267AA,4.0788,0.99,4.12,327,638,334,0.02,0.04,0.02,0.02,0.04,0.02,0.15,3.26,#VALUE!,363.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 8 inch ,480AH,4.1085,0.99,4.15,346,614,331,0.02,0.04,0.02,0.02,0.04,0.02,0.15,3.29,#VALUE!,361.77,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
240G,PMF7DCGG-LEV,1.8513,0.99,1.87,2,8386,29,0.00,0.23,0.00,0.00,0.22,0.00,0.44,1.48,#VALUE!,501.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414,52855731AC,1.1385,0.99,1.15,3,3431,374,0.00,0.06,0.01,0.00,0.05,0.01,0.12,0.91,#VALUE!,205.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
115RB,12586592,1.9206,0.99,1.94,588,1569,190,0.02,0.04,0.01,0.02,0.04,0.00,0.13,1.54,#VALUE!,181.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
835B,NO OE#,0.9108,0.99,0.92,21,12630,580,0.00,0.17,0.01,0.00,0.16,0.01,0.34,0.73,#VALUE!,466.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
862 MINI,1840-7521419-01,1.8117,0.99,1.83,6,3489,404,0.00,0.09,0.01,0.00,0.09,0.01,0.20,1.45,#VALUE!,341.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
835B,DS,0.9207,0.99,0.93,3278,22,813,0.04,0.00,0.01,0.04,0.00,0.01,0.11,0.74,#VALUE!,187.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,94140AD,1.3365,0.99,1.35,2,386,185,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.07,#VALUE!,63.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
240G,F6DC-JM-GAS,1.6533,0.99,1.67,3,2825,344,0.00,0.07,0.01,0.00,0.07,0.01,0.15,1.32,#VALUE!,257.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
240G,F7DE-BAY,1.5642,0.99,1.58,23,3125,395,0.00,0.07,0.01,0.00,0.07,0.01,0.15,1.25,#VALUE!,274.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
SMART CAR,HE-304-428-DE,1.3266,0.99,1.34,122,5648,697,0.00,0.11,0.01,0.00,0.11,0.01,0.24,1.06,#VALUE!,417.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266C REAR,F8AC-AC-BL0,1.9305,0.99,1.95,2,4900,13,0.00,0.14,0.00,0.00,0.13,0.00,0.27,1.54,#VALUE!,304.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
265A FRONT,MAN-AWL,1.2078,0.99,1.22,2668,17,355,0.05,0.00,0.01,0.05,0.00,0.01,0.10,0.97,#VALUE!,128.77,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
265A REAR,MAN-AWL,0.8514,0.99,0.86,1855,14,196,0.02,0.00,0.00,0.02,0.00,0.00,0.05,0.68,#VALUE!,54.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
265A REAR,F4ZX-EA-AWL,0.8514,0.99,0.86,2099,14,202,0.03,0.00,0.00,0.03,0.00,0.00,0.06,0.68,#VALUE!,58.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
811,BSC8,1.2573,0.99,1.27,1171,16440,1513,0.02,0.30,0.03,0.02,0.29,0.02,0.67,1.01,#VALUE!,1041.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522B,E99,2.0988,0.99,2.12,2260,14,551,0.07,0.00,0.02,0.07,0.00,0.01,0.16,1.68,#VALUE!,290.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
599,RCA00,1.2177,0.99,1.23,167,16,170,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.97,#VALUE!,43.34,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
TOYOTA KNOTT,T63,1.1583,0.99,1.17,3062,26,904,0.05,0.00,0.02,0.05,0.00,0.01,0.13,0.93,#VALUE!,252.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
953 REAR,7540191,0.6831,0.99,0.69,2,4358,630,0.00,0.04,0.01,0.00,0.04,0.01,0.09,0.55,#VALUE!,177.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,84841LD,0.9702,0.99,0.98,2,5573,1303,0.00,0.08,0.02,0.00,0.08,0.02,0.18,0.78,#VALUE!,414.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,91640AD,1.3365,0.99,1.35,2,431,211,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.07,#VALUE!,72.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538T,XM1N,1.0989,0.99,1.11,7,7182,428,0.00,0.12,0.01,0.00,0.11,0.01,0.23,0.88,#VALUE!,340.55,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830D,6X161813,0.7524,0.99,0.76,579,17980,2268,0.01,0.20,0.02,0.01,0.19,0.02,0.44,0.60,#VALUE!,763.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
452E,23260,2.1978,0.99,2.22,2,3697,795,0.00,0.12,0.03,0.00,0.11,0.02,0.27,1.76,#VALUE!,593.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
746,5323001,3.5541,0.99,3.59,1459,3124,344,0.08,0.16,0.02,0.07,0.16,0.02,0.49,2.84,#VALUE!,660.27,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
745T,4E0-131-701-BE,1.9206,0.99,1.94,367,4679,419,0.01,0.13,0.01,0.01,0.13,0.01,0.29,1.54,#VALUE!,449.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
TOYOTA KNOTT,21090,1.0593,0.99,1.07,2,5498,261,0.00,0.08,0.00,0.00,0.08,0.00,0.17,0.85,#VALUE!,237.66,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
901,7503376,2.3265,0.99,2.35,2,2410,530,0.00,0.08,0.02,0.00,0.08,0.02,0.19,1.86,#VALUE!,414.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
NEW 521R,3TM,0.8712,0.99,0.88,735,33,207,0.01,0.00,0.00,0.01,0.00,0.00,0.02,0.70,#VALUE!,44.68,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
NEW 521R,63T,1.3365,0.99,1.35,944,32,225,0.02,0.00,0.00,0.02,0.00,0.00,0.04,1.07,#VALUE!,77.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
746,4574638,3.7521,0.99,3.79,1860,2346,384,0.10,0.13,0.02,0.10,0.12,0.02,0.48,3.00,#VALUE!,654.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
827C,79K-C01,1.3761,0.99,1.39,116,2721,290,0.00,0.05,0.01,0.00,0.05,0.01,0.12,1.10,#VALUE!,197.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
726B,140-490-93-14,4.2372,0.99,4.28,1679,84,388,0.10,0.01,0.02,0.10,0.01,0.02,0.25,3.39,#VALUE!,428.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414E,357AAF,1.7424,0.99,1.76,2,2763,527,0.00,0.07,0.01,0.00,0.07,0.01,0.16,1.39,#VALUE!,329.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128,12589865,1.3266,0.99,1.34,50,3405,461,0.00,0.07,0.01,0.00,0.06,0.01,0.14,1.06,#VALUE!,261.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
305F,XL54-DA-REK,0.7623,0.99,0.77,12,6512,21,0.00,0.07,0.00,0.00,0.07,0.00,0.14,0.61,#VALUE!,160.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
952 REAR,SV-0809,1.0593,0.99,1.07,2,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,#VALUE!,1.18,1,0.68,0.68, $ 1.00 , $ 0.93 
335A,PE19,1.2771,0.99,1.29,2,1548,283,0.00,0.03,0.01,0.00,0.03,0.00,0.06,1.02,#VALUE!,132.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
726B,140-490-91-14,4.1679,0.99,4.21,1162,71,316,0.07,0.00,0.02,0.07,0.00,0.02,0.18,3.33,#VALUE!,331.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
897E,ESR3738A,3.069,0.99,3.10,2179,27,522,0.10,0.00,0.02,0.09,0.00,0.02,0.23,2.46,#VALUE!,405.61,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335A,W13141012,1.4058,0.99,1.42,2,2017,143,0.00,0.04,0.00,0.00,0.04,0.00,0.09,1.12,#VALUE!,128.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 6 INCH,140AD,3.1185,0.99,3.15,3179,7,5,0.14,0.00,0.00,0.14,0.00,0.00,0.28,2.49,#VALUE!,143.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
482 6 INCH,451AB,3.8313,0.99,3.87,2450,9,5,0.14,0.00,0.00,0.13,0.00,0.00,0.27,3.07,#VALUE!,137.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340C,4065513,2.3859,0.99,2.41,2,2127,95,0.00,0.07,0.00,0.00,0.07,0.00,0.15,1.91,#VALUE!,204.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
615L,028-131-701AA,5.5044,0.99,5.56,2850,9,5,0.23,0.00,0.00,0.22,0.00,0.00,0.45,4.40,#VALUE!,228.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538W,DA83-BA,1.6434,0.99,1.66,8,1555,143,0.00,0.04,0.00,0.00,0.04,0.00,0.08,1.31,#VALUE!,126.34,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
851R2,NO OE#,1.0494,0.99,1.06,16,2175,475,0.00,0.03,0.01,0.00,0.03,0.01,0.08,0.84,#VALUE!,168.46,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830A-B,NO OE#,0.99,0.99,1.00,45,2587,375,0.00,0.04,0.01,0.00,0.04,0.00,0.08,0.79,#VALUE!,153.19,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313H REAR,2L34-FB-NED,3.0492,0.99,3.08,656,28,349,0.03,0.00,0.02,0.03,0.00,0.01,0.09,2.44,#VALUE!,235.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313H FRONT,2L34-FB-NED,1.1187,0.99,1.13,6919,52,363,0.11,0.00,0.01,0.11,0.00,0.01,0.23,0.89,#VALUE!,189.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340C,4065514,2.4354,0.99,2.46,2,2091,93,0.00,0.07,0.00,0.00,0.07,0.00,0.15,1.95,#VALUE!,204.91,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,87641LD,0.9504,0.99,0.96,7,5437,1165,0.00,0.08,0.02,0.00,0.07,0.01,0.17,0.76,#VALUE!,376.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,96640AD,1.3068,0.99,1.32,2,416,191,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.05,#VALUE!,65.30,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,92441LD,0.9603,0.99,0.97,5,5666,1284,0.00,0.08,0.02,0.00,0.08,0.02,0.18,0.77,#VALUE!,409.71,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,85940AD,1.2771,0.99,1.29,2,414,215,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.02,#VALUE!,69.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,92040AD,1.3068,0.99,1.32,2,416,193,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.05,#VALUE!,65.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,91940AD,1.3266,0.99,1.34,2,394,207,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.06,#VALUE!,69.45,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
897E,WAG-104450,3.6432,0.99,3.68,11,7414,588,0.00,0.39,0.03,0.00,0.38,0.03,0.82,2.91,#VALUE!,1268.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
546H,FEAX,1.4652,0.99,1.48,428,6343,999,0.01,0.14,0.02,0.01,0.13,0.02,0.32,1.17,#VALUE!,584.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542H,23660,0.9108,0.99,0.92,2,4569,714,0.00,0.06,0.01,0.00,0.06,0.01,0.13,0.73,#VALUE!,256.98,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414E,128AAF,1.2375,0.99,1.25,2,5243,376,0.00,0.09,0.01,0.00,0.09,0.01,0.19,0.99,#VALUE!,295.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
828I,1K0-131-701-DN,2.4552,0.99,2.48,6,1814,315,0.00,0.06,0.01,0.00,0.06,0.01,0.15,1.96,#VALUE!,290.11,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
899,526245,1.6137,0.99,1.63,35,4352,573,0.00,0.10,0.01,0.00,0.10,0.01,0.22,1.29,#VALUE!,401.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
214J,AE53-BB,2.2968,0.99,2.32,2,8636,450,0.00,0.29,0.02,0.00,0.28,0.01,0.58,1.84,#VALUE!,827.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
128F,12623803,1.8909,0.99,1.91,2,534,477,0.00,0.01,0.01,0.00,0.01,0.01,0.05,1.51,#VALUE!,205.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,87740AD,1.3464,0.99,1.36,2,413,212,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.08,#VALUE!,72.59,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,97340AD,1.3266,0.99,1.34,2,399,193,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.06,#VALUE!,66.08,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830E,90340AD,1.3266,0.99,1.34,2,412,209,0.00,0.01,0.00,0.00,0.01,0.00,0.02,1.06,#VALUE!,70.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414,508AA,1.7424,0.99,1.76,510,3551,414,0.01,0.09,0.01,0.01,0.09,0.01,0.22,1.39,#VALUE!,347.34,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
245H,AE53-EA,1.683,0.99,1.70,2,3372,410,0.00,0.08,0.01,0.00,0.08,0.01,0.18,1.35,#VALUE!,312.57,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
270 FRONT,F1VL-GA-DAV,0.9306,0.99,0.94,2,2881,396,0.00,0.04,0.01,0.00,0.04,0.00,0.08,0.74,#VALUE!,155.86,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
270 REAR,F1VL-GA-DAV,0.9009,0.99,0.91,2,1339,305,0.00,0.02,0.00,0.00,0.02,0.00,0.04,0.72,#VALUE!,91.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414N,003AA,1.6038,0.99,1.62,2,2429,372,0.00,0.06,0.01,0.00,0.05,0.01,0.13,1.28,#VALUE!,238.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414O,68081818AB,2.0592,0.99,2.08,2,1333,265,0.00,0.04,0.01,0.00,0.04,0.01,0.09,1.65,#VALUE!,192.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
521S,JM,1.5048,0.99,1.52,1407,32,409,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.20,#VALUE!,149.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765B,X03,1.4058,0.99,1.42,2609,7069,948,0.05,0.14,0.02,0.05,0.14,0.02,0.42,1.12,#VALUE!,623.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
VW KNOTT,1K0-131-701-DB,1.0791,0.99,1.09,2,895,5,0.00,0.01,0.00,0.00,0.01,0.00,0.03,0.86,#VALUE!,31.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
EBERSPACHER,112719532000,2.8314,0.99,2.86,8,1827,348,0.00,0.08,0.01,0.00,0.07,0.01,0.17,2.27,#VALUE!,353.79,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
830C,NO OE#,1.8909,0.99,1.91,378,1484,402,0.01,0.04,0.01,0.01,0.04,0.01,0.12,1.51,#VALUE!,245.29,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
609 FRONT,8E0-131-701-EH,1.089,0.99,1.10,343,6067,422,0.01,0.10,0.01,0.01,0.09,0.01,0.21,0.87,#VALUE!,302.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
204T,G601,3.069,0.99,3.10,1985,41,483,0.09,0.00,0.02,0.09,0.00,0.02,0.21,2.46,#VALUE!,375.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414,172ABW,1.0296,0.99,1.04,19,7552,19,0.00,0.11,0.00,0.00,0.11,0.00,0.22,0.82,#VALUE!,250.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
VW,1J0-178-AA-DN,2.772,0.99,2.80,289,4083,333,0.01,0.17,0.01,0.01,0.16,0.01,0.36,2.22,#VALUE!,547.40,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
499,RJ,0.7623,0.99,0.77,126,5752,721,0.00,0.06,0.01,0.00,0.06,0.01,0.14,0.61,#VALUE!,246.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335D,1250995,1.386,0.99,1.40,2,1892,178,0.00,0.04,0.00,0.00,0.04,0.00,0.08,1.11,#VALUE!,130.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
953 REAR,7556497,1.0692,0.99,1.08,5,5071,750,0.00,0.08,0.01,0.00,0.08,0.01,0.17,0.86,#VALUE!,326.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765C,X07,1.2969,0.99,1.31,1895,39,461,0.04,0.00,0.01,0.03,0.00,0.01,0.09,1.04,#VALUE!,151.46,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
121D FRONT,25319874,0.5742,0.99,0.58,4,4534,24,0.00,0.04,0.00,0.00,0.04,0.00,0.07,0.46,#VALUE!,85.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
604,RCSA4,0.7029,0.99,0.71,719,63,956,0.01,0.00,0.01,0.01,0.00,0.01,0.03,0.56,#VALUE!,137.91,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
604,RCFG2,1.2474,0.99,1.26,327,3261,3335,0.01,0.06,0.06,0.01,0.06,0.05,0.23,1.00,#VALUE!,935.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
TOYOTA KNOTT,TB1,1.1088,0.99,1.12,2626,17,753,0.04,0.00,0.01,0.04,0.00,0.01,0.10,0.89,#VALUE!,202.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
526RB,G68,2.7225,0.99,2.75,1781,761,361,0.07,0.03,0.01,0.07,0.03,0.01,0.22,2.18,#VALUE!,323.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
741H FRONT,1K0-131-690-BE,1.2969,0.99,1.31,4686,9,2,0.09,0.00,0.00,0.09,0.00,0.00,0.17,1.04,#VALUE!,86.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
414,356AC,1.386,0.99,1.40,2,3580,350,0.00,0.07,0.01,0.00,0.07,0.01,0.15,1.11,#VALUE!,250.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
270 FRONT,F4AC-HA-BIG,0.9306,0.99,0.94,2,2792,371,0.00,0.04,0.01,0.00,0.04,0.00,0.08,0.74,#VALUE!,148.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
270 REAR,F4AC-HA-BIG,0.8811,0.99,0.89,2,1331,307,0.00,0.02,0.00,0.00,0.02,0.00,0.04,0.70,#VALUE!,89.23,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
