BN Part Number,OEM #,LBS.,,,Pt,Pd,Rh,Pt 100,Pd 100,Rh 100,Pt 97 , Pd 96.5 ,Rh 88,Refining , Treatment Charges,Interest Charges,Gross ,Net,,,,Per Lbs $
200F,2S41-HA-EBB,2.5443,0.99,2.57,862,1370,364,0.03,0.05,0.01,0.03,0.05,0.01,0.18,2.04,#VALUE!,319.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200F,YS41-MA-END,2.4255,0.99,2.45,12,2953,358,0.00,0.10,0.01,0.00,0.10,0.01,0.22,1.94,#VALUE!,394.36,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,YS41-AB,2.475,0.99,2.50,34,3818,477,0.00,0.14,0.02,0.00,0.13,0.02,0.30,1.98,#VALUE!,527.66,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,YS41-BB,2.3958,0.99,2.42,7,2905,333,0.00,0.10,0.01,0.00,0.10,0.01,0.22,1.92,#VALUE!,374.19,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,3S41-BB,2.673,0.99,2.70,426,950,336,0.02,0.04,0.01,0.02,0.04,0.01,0.13,2.14,#VALUE!,269.40,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,2M51-EA,2.6235,0.99,2.65,956,1071,325,0.04,0.04,0.01,0.04,0.04,0.01,0.17,2.10,#VALUE!,288.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,YS41-BC,2.475,0.99,2.50,2,3278,412,0.00,0.12,0.01,0.00,0.11,0.01,0.25,1.98,#VALUE!,453.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,YS41-AC,2.574,0.99,2.60,8,2878,338,0.00,0.11,0.01,0.00,0.10,0.01,0.23,2.06,#VALUE!,402.33,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200I,YL8C-CC,3.0888,0.99,3.12,2,3688,340,0.00,0.17,0.02,0.00,0.16,0.01,0.35,2.47,#VALUE!,562.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200j,IS41-EB,3.0492,0.99,3.08,2,4853,391,0.00,0.22,0.02,0.00,0.21,0.02,0.45,2.44,#VALUE!,698.15,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 NO AIR,94BB-FK,2.4156,0.99,2.44,797,1391,360,0.03,0.05,0.01,0.03,0.05,0.01,0.17,1.93,#VALUE!,301.03,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 NO AIR,94BB-FL,2.4849,0.99,2.51,840,1483,382,0.03,0.05,0.01,0.03,0.05,0.01,0.19,1.99,#VALUE!,328.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 NO AIR,97BB-BM,2.7819,0.99,2.81,35,3900,177,0.00,0.16,0.01,0.00,0.15,0.01,0.32,2.23,#VALUE!,439.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 NO AIR,97BB-BL,2.7819,0.99,2.81,13,3328,81,0.00,0.14,0.00,0.00,0.13,0.00,0.27,2.23,#VALUE!,337.04,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 NO AIR,97BB-BJ,2.772,0.99,2.80,12,3651,174,0.00,0.15,0.01,0.00,0.14,0.01,0.30,2.22,#VALUE!,413.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 NO AIR,97BB-BK,2.6433,0.99,2.67,13,4055,185,0.00,0.16,0.01,0.00,0.15,0.01,0.32,2.11,#VALUE!,434.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 WITH AIR,94BB-FJ,2.3958,0.99,2.42,858,1572,395,0.03,0.05,0.01,0.03,0.05,0.01,0.19,1.92,#VALUE!,330.50,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 WITH AIR,94BB-EL,2.5344,0.99,2.56,780,1377,352,0.03,0.05,0.01,0.03,0.05,0.01,0.18,2.03,#VALUE!,310.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 WITH AIR,94BB-EM,2.4156,0.99,2.44,768,1387,350,0.03,0.05,0.01,0.03,0.05,0.01,0.17,1.93,#VALUE!,295.08,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 WITH AIR,94BB-EP,2.4255,0.99,2.45,771,1614,382,0.03,0.06,0.01,0.03,0.06,0.01,0.19,1.94,#VALUE!,328.77,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
202 WITH AIR,PM94BB-FJ,2.4156,0.99,2.44,917,1464,402,0.03,0.05,0.01,0.03,0.05,0.01,0.19,1.93,#VALUE!,330.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A,97BB-CE,1.9107,0.99,1.93,1756,36,437,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.53,#VALUE!,210.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A,97BB-CD,1.9107,0.99,1.93,2385,46,510,0.07,0.00,0.01,0.06,0.00,0.01,0.16,1.53,#VALUE!,254.83,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A,97BB-CF,1.9107,0.99,1.93,1724,11,427,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.53,#VALUE!,204.32,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A,IS81-ED,2.1384,0.99,2.16,2,3021,375,0.00,0.09,0.01,0.00,0.09,0.01,0.20,1.71,#VALUE!,358.98,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A,IS81-EF,2.2077,0.99,2.23,2,3007,373,0.00,0.10,0.01,0.00,0.09,0.01,0.21,1.77,#VALUE!,368.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A,94BB-GD,2.6532,0.99,2.68,1577,104,415,0.06,0.00,0.02,0.06,0.00,0.01,0.15,2.12,#VALUE!,279.88,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A WIDE,94BB-GF,2.7522,0.99,2.78,1670,12,405,0.07,0.00,0.02,0.07,0.00,0.01,0.16,2.20,#VALUE!,280.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208B,97BB-BF,2.079,0.99,2.10,1572,31,370,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.66,#VALUE!,196.35,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208B,97BB-BD,2.079,0.99,2.10,1578,35,389,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.66,#VALUE!,204.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208B,F7NV-AC,2.079,0.99,2.10,1320,31,362,0.04,0.00,0.01,0.04,0.00,0.01,0.10,1.66,#VALUE!,185.74,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208B,97BB-CC,1.98,0.99,2,1568,21,447,0.05,0.00,0.01,0.04,0.00,0.01,0.11,1.58,#VALUE!,215.61,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
214B ,5L8C-AE,1.0197,0.99,1.03,1854,6571,460,0.03,0.10,0.01,0.03,0.09,0.01,0.25,0.82,#VALUE!,329.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
217B,YL84-AJ,0.9801,0.99,0.99,2,2494,305,0.01,0.04,0.01,0.01,0.04,0.01,0.12,0.78,#VALUE!,185.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
217B,8L84-AC,0.9702,0.99,0.98,961,2973,426,0.01,0.04,0.01,0.01,0.04,0.01,0.12,0.78,#VALUE!,188.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
217B,5L84-EA,1.0098,0.99,1.02,941,3160,419,0.01,0.05,0.01,0.01,0.04,0.01,0.13,0.81,#VALUE!,195.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
217B,YL84-AL,0.99,0.99,1.00,2,2758,355,0.00,0.04,0.01,0.00,0.04,0.00,0.09,0.79,#VALUE!,154.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
217B,GY04-XB,0.9207,0.99,0.93,2,10710,470,0.00,0.14,0.01,0.00,0.14,0.01,0.29,0.74,#VALUE!,395.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
242E,6F93-BA,1.4553,0.99,1.47,2,651,310,0.00,0.01,0.01,0.00,0.01,0.01,0.04,1.16,#VALUE!,116.88,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
242G,6E5A-LA,1.0494,0.99,1.06,793,44,433,0.01,0.00,0.01,0.01,0.00,0.01,0.04,0.84,#VALUE!,100.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
242G,6E5A-NA,1.5246,0.99,1.54,1545,87,418,0.03,0.00,0.01,0.03,0.00,0.01,0.09,1.22,#VALUE!,160.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,F8AC-EA,1.0098,0.99,1.02,2,9643,32,0.00,0.14,0.00,0.00,0.14,0.00,0.27,0.81,#VALUE!,314.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,F8AC-EB-MNY,1.0494,0.99,1.06,2,9488,26,0.00,0.15,0.00,0.00,0.14,0.00,0.28,0.84,#VALUE!,320.55,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,YW7C-BA-HUB,1.0494,0.99,1.06,10,6299,24,0.00,0.10,0.00,0.00,0.09,0.00,0.19,0.84,#VALUE!,214.30,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,YW7C-BA-C0S,1.0494,0.99,1.06,2,7325,33,0.00,0.11,0.00,0.00,0.11,0.00,0.22,0.84,#VALUE!,250.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D FRONT,F8AC-EB-CSH,1.0494,0.99,1.06,2,8025,25,0.00,0.12,0.00,0.00,0.12,0.00,0.24,0.84,#VALUE!,271.74,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,F8AC-EA,0.9603,0.99,0.97,5,4466,15,0.00,0.06,0.00,0.00,0.06,0.00,0.12,0.77,#VALUE!,138.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,F8AC-EB-MNY,0.9801,0.99,0.99,2,4346,10,0.00,0.06,0.00,0.00,0.06,0.00,0.12,0.78,#VALUE!,136.79,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,YW7C-BA-HUB,1.1484,0.99,1.16,2,1953,27,0.00,0.03,0.00,0.00,0.03,0.00,0.06,0.92,#VALUE!,77.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,YW7C-BA-C0S,1.0494,0.99,1.06,2,2067,276,0.00,0.03,0.00,0.00,0.03,0.00,0.07,0.84,#VALUE!,124.47,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
266D REAR,F8AC-EB-CSH,0.99,0.99,1.00,2,4701,9,0.00,0.07,0.00,0.00,0.07,0.00,0.13,0.79,#VALUE!,149.11,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303 02 ON SIDE,5C34-HH,6.4647,0.99,6.53,255,1368,277,0.02,0.13,0.03,0.02,0.12,0.02,0.34,5.17,#VALUE!,648.06,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,686,1.9404,0.99,1.96,809,2730,600,0.02,0.08,0.02,0.02,0.07,0.01,0.22,1.55,#VALUE!,414.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,1445,1.98,0.99,2.00,582,2732,585,0.02,0.08,0.02,0.02,0.08,0.01,0.21,1.58,#VALUE!,410.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,775,2.0493,0.99,2.07,877,2268,365,0.03,0.07,0.01,0.03,0.07,0.01,0.20,1.64,#VALUE!,316.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,3196,1.9602,0.99,1.98,837,2501,663,0.02,0.07,0.02,0.02,0.07,0.02,0.22,1.57,#VALUE!,428.62,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
305P,4L54-CD,2.178,0.99,2.20,2051,50,528,0.07,0.00,0.02,0.06,0.00,0.01,0.16,1.74,#VALUE!,288.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D FRONT LEFT,F85A-DB-VAL,0.99,0.99,1.00,26,6920,25,0.00,0.10,0.00,0.00,0.10,0.00,0.19,0.79,#VALUE!,222.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D FRONT RIGHT,F85A-DB-ZAM,0.9603,0.99,0.97,18,7566,25,0.00,0.11,0.00,0.00,0.10,0.00,0.21,0.77,#VALUE!,234.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D REAR,YL3C-HA-REX,2.8116,0.99,2.84,2,1708,383,0.00,0.07,0.02,0.00,0.07,0.01,0.16,2.25,#VALUE!,359.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D REAR,YL3C-HA-S0T,3.0096,0.99,3.04,2,1690,381,0.00,0.07,0.02,0.00,0.07,0.01,0.17,2.41,#VALUE!,381.87,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D REAR,F85A-DB-ZAM,2.3067,0.99,2.33,2,4809,21,0.00,0.16,0.00,0.00,0.16,0.00,0.31,1.85,#VALUE!,360.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D REAR,F85A-DB-VAL,2.3661,0.99,2.39,2,5061,6,0.00,0.17,0.00,0.00,0.17,0.00,0.34,1.89,#VALUE!,381.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
313D REAR,F75A-AJ-T0E,2.1879,0.99,2.21,2,5072,146,0.00,0.16,0.00,0.00,0.16,0.00,0.32,1.75,#VALUE!,412.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
NO OE,313R FRONT KNOT 4 DOT,2.1978,0.99,2.22,2,3224,328,0.00,0.10,0.01,0.00,0.10,0.01,0.22,1.76,#VALUE!,363.19,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
319 REAR,XL24-AB,1.7919,0.99,1.81,2,5040,17,0.00,0.13,0.00,0.00,0.13,0.00,0.26,1.43,#VALUE!,291.88,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 END 02,XW43-FF-DAF,1.8216,0.99,1.84,10,7547,231,0.00,0.20,0.01,0.00,0.19,0.01,0.40,1.46,#VALUE!,516.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 END 02,XW43-FF-FEE,1.8117,0.99,1.83,2,8575,273,0.00,0.23,0.01,0.00,0.22,0.01,0.45,1.45,#VALUE!,587.17,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,5W63-AB-C00,1.7919,0.99,1.81,1327,4222,449,0.03,0.11,0.01,0.03,0.11,0.01,0.30,1.43,#VALUE!,428.07,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,2W83-GE,2.0097,0.99,2.03,48,7412,516,0.00,0.22,0.02,0.00,0.21,0.01,0.45,1.61,#VALUE!,672.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,2W83-EE,1.8612,0.99,1.88,50,7873,653,0.00,0.21,0.02,0.00,0.21,0.02,0.45,1.49,#VALUE!,699.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,6R83-DA,1.8414,0.99,1.86,2,6117,331,0.00,0.16,0.01,0.00,0.16,0.01,0.33,1.47,#VALUE!,474.04,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,3W43-AF-G0D,1.8216,0.99,1.84,3622,7472,605,0.10,0.20,0.02,0.09,0.19,0.01,0.60,1.46,#VALUE!,736.46,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,2W43-AA-CUP,1.8216,0.99,1.84,14,7431,221,0.00,0.20,0.01,0.00,0.19,0.01,0.39,1.46,#VALUE!,506.47,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,1R83-AA-CAK,1.8117,0.99,1.83,2,6978,215,0.00,0.18,0.01,0.00,0.18,0.00,0.37,1.45,#VALUE!,475.33,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320 MIDDLE 02,5W43-AA,2.2176,0.99,2.24,1737,3615,466,0.06,0.12,0.02,0.05,0.11,0.01,0.36,1.77,#VALUE!,507.26,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,1F1C-BB,3.0492,0.99,3.08,2,2991,383,0.00,0.13,0.02,0.00,0.13,0.01,0.29,2.44,#VALUE!,513.68,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,3F13-BB,2.6829,0.99,2.71,586,1060,348,0.02,0.04,0.01,0.02,0.04,0.01,0.15,2.15,#VALUE!,292.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,YF1C-BB,2.8215,0.99,2.85,2,2652,340,0.00,0.11,0.01,0.00,0.11,0.01,0.24,2.26,#VALUE!,421.68,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,2F12-BA,2.7027,0.99,2.73,1491,42,330,0.06,0.00,0.01,0.06,0.00,0.01,0.14,2.16,#VALUE!,232.29,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,YF1C-BA,2.673,0.99,2.70,2,3988,502,0.00,0.16,0.02,0.00,0.15,0.02,0.33,2.14,#VALUE!,595.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,1F1C-BA,2.772,0.99,2.80,2,2910,366,0.00,0.12,0.01,0.00,0.11,0.01,0.25,2.22,#VALUE!,450.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,1F1C-AC,2.9205,0.99,2.95,2,663,330,0.00,0.03,0.01,0.00,0.03,0.01,0.08,2.34,#VALUE!,246.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,1F1C-CA-FAY,2.8116,0.99,2.84,2,631,319,0.00,0.03,0.01,0.00,0.02,0.01,0.07,2.25,#VALUE!,228.91,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,3F13-AB,2.0889,0.99,2.11,209,165,199,0.01,0.01,0.01,0.01,0.00,0.01,0.03,1.67,#VALUE!,97.11,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,2F12-AA,2.8314,0.99,2.86,1490,26,316,0.06,0.00,0.01,0.06,0.00,0.01,0.14,2.27,#VALUE!,234.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,1F1C-AC,2.8116,0.99,2.84,2,775,336,0.00,0.03,0.01,0.00,0.03,0.01,0.09,2.25,#VALUE!,250.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,31F3-BB-KIX,2.7324,0.99,2.76,644,131,371,0.03,0.01,0.01,0.02,0.01,0.01,0.09,2.19,#VALUE!,231.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321C,2F1E-AA,0.9504,0.99,0.96,4196,3984,162,0.06,0.06,0.00,0.06,0.05,0.00,0.22,0.76,#VALUE!,205.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321C,1F1E-DC,0.9504,0.99,0.96,2,5073,254,0.00,0.07,0.00,0.00,0.07,0.00,0.14,0.76,#VALUE!,199.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321C,4F1E-AA,0.8811,0.99,0.89,801,4491,347,0.01,0.06,0.00,0.01,0.06,0.00,0.14,0.70,#VALUE!,194.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321C,YF1E-AJ,0.9306,0.99,0.94,2,10800,50,0.00,0.15,0.00,0.00,0.14,0.00,0.28,0.74,#VALUE!,327.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321C,YF1E-BH,0.9306,0.99,0.94,2,2469,323,0.00,0.03,0.00,0.00,0.03,0.00,0.07,0.74,#VALUE!,130.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A,1F1C-AA-CAD,1.0989,0.99,1.11,2,6514,356,0.00,0.10,0.01,0.00,0.10,0.01,0.21,0.88,#VALUE!,302.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A,2F12-AC-DAV,1.1187,0.99,1.13,3774,3774,193,0.06,0.06,0.00,0.06,0.06,0.00,0.24,0.89,#VALUE!,234.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A BIG FLANGE,NO OE#,1.1187,0.99,1.13,872,5279,322,0.01,0.09,0.01,0.01,0.08,0.00,0.20,0.89,#VALUE!,270.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,2F12-AA-BAG,1.1187,0.99,1.13,2,6388,338,0.00,0.10,0.01,0.00,0.10,0.00,0.21,0.89,#VALUE!,299.10,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,YF1C-AA-C0M,1.1187,0.99,1.13,26,2922,343,0.00,0.05,0.01,0.00,0.05,0.00,0.10,0.89,#VALUE!,177.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,YF1C-BA-DAS,1.1187,0.99,1.13,2,9943,46,0.00,0.16,0.00,0.00,0.16,0.00,0.31,0.89,#VALUE!,362.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,1F1C-BB-DEN,1.1187,0.99,1.13,2,9366,356,0.00,0.15,0.01,0.00,0.15,0.01,0.31,0.89,#VALUE!,408.46,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,2F12-AB-DAV,1.1187,0.99,1.13,3686,4736,205,0.06,0.08,0.00,0.06,0.07,0.00,0.27,0.89,#VALUE!,270.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,1F1C-AD-FAL,1.1187,0.99,1.13,37,6991,355,0.00,0.11,0.01,0.00,0.11,0.01,0.23,0.89,#VALUE!,324.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,3F13-BA-CUR,1.1187,0.99,1.13,2,6467,330,0.00,0.11,0.01,0.00,0.10,0.00,0.21,0.89,#VALUE!,300.17,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,YF1C-AD-ALM,1.1187,0.99,1.13,2,2728,328,0.00,0.04,0.01,0.00,0.04,0.00,0.10,0.89,#VALUE!,167.30,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,2F12-BA-ABE,1.1187,0.99,1.13,2,9576,338,0.00,0.16,0.01,0.00,0.15,0.00,0.31,0.89,#VALUE!,412.03,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A KNOT,1F1C-AB-CAD,1.1187,0.99,1.13,2,7386,441,0.00,0.12,0.01,0.00,0.12,0.01,0.25,0.89,#VALUE!,356.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,YF1C-AA,1.485,0.99,1.50,2,2972,371,0.00,0.06,0.01,0.00,0.06,0.01,0.14,1.19,#VALUE!,245.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,4F13-AC3-HIT,1.089,0.99,1.10,142,1307,179,0.00,0.02,0.00,0.00,0.02,0.00,0.05,0.87,#VALUE!,84.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,YF1C-CA,1.5444,0.99,1.56,2,622,323,0.00,0.01,0.01,0.00,0.01,0.01,0.04,1.24,#VALUE!,126.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,4F13-AB,1.1088,0.99,1.12,107,28,114,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.89,#VALUE!,26.99,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,YF1C-CB,1.5444,0.99,1.56,2,640,320,0.00,0.01,0.01,0.00,0.01,0.01,0.04,1.24,#VALUE!,126.48,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,4F13-AD,1.089,0.99,1.10,151,56,180,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.87,#VALUE!,41.99,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,4F13-BA,1.2573,0.99,1.27,799,114,422,0.01,0.00,0.01,0.01,0.00,0.01,0.05,1.01,#VALUE!,120.89,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,4F13-BB-KEG,1.3662,0.99,1.38,971,275,358,0.02,0.01,0.01,0.02,0.01,0.01,0.06,1.09,#VALUE!,124.81,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C,4FK-BA,0.8316,0.99,0.84,56,4532,517,0.00,0.05,0.01,0.00,0.05,0.01,0.12,0.67,#VALUE!,202.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C BIG FLANGE,NO OE#,0.8217,0.99,0.83,2322,3821,507,0.03,0.05,0.01,0.03,0.04,0.01,0.15,0.66,#VALUE!,206.60,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C KNOT,4F1C-AA,0.8217,0.99,0.83,2141,2478,515,0.03,0.03,0.01,0.02,0.03,0.01,0.12,0.66,#VALUE!,170.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C KNOT,VP4F-AA,0.8217,0.99,0.83,2125,2277,519,0.03,0.03,0.01,0.02,0.03,0.01,0.11,0.66,#VALUE!,166.04,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C KNOT,3F1C-BB,0.8217,0.99,0.83,2150,6692,516,0.03,0.08,0.01,0.02,0.08,0.01,0.22,0.66,#VALUE!,280.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C KNOT,3F1C-BC,0.8217,0.99,0.83,2633,5208,484,0.03,0.06,0.01,0.03,0.06,0.01,0.19,0.66,#VALUE!,242.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322C KNOT,3F1C-AB,0.8217,0.99,0.83,974,4513,553,0.01,0.05,0.01,0.01,0.05,0.01,0.14,0.66,#VALUE!,216.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,2L24-DA,2.376,0.99,2.40,1524,1910,311,0.05,0.07,0.01,0.05,0.06,0.01,0.25,1.90,#VALUE!,337.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,2L24-EB,3.267,0.99,3.30,1677,46,394,0.08,0.00,0.02,0.08,0.00,0.02,0.19,2.61,#VALUE!,330.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,2L24-EA,4.4748,0.99,4.52,2109,39,519,0.14,0.00,0.03,0.13,0.00,0.03,0.33,3.58,#VALUE!,586.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,2L2C-BA,3.3066,0.99,3.34,29,3044,342,0.00,0.15,0.02,0.00,0.14,0.01,0.32,2.65,#VALUE!,537.75,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,3L24-BD,3.366,0.99,3.40,625,56,356,0.03,0.00,0.02,0.03,0.00,0.02,0.10,2.69,#VALUE!,266.40,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,4L24-HA,2.3958,0.99,2.42,468,67,170,0.02,0.00,0.01,0.02,0.00,0.01,0.05,1.92,#VALUE!,99.35,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
